userid,number_of_courses_x,average_marks,average_login,weekend_login,weekday_login,midnight_login,early_morning_login,late_morning_login,afternoon_login,evening_login,night_login,no_of_viewed_courses,no_of_attendance_taken,no_of_all_files_downloaded,no_of_assignments,no_of_forum_created,number_of_quizzes,no_of_quizzes_completed,no_of_quizzes_attempt,number_of_courses_y,total_marks,num_days_active,total_events,num_unique_courses_accessed,num_forum_posts,num_resource_views
4790,8.0,82.2775,25.375,4.0,21.375,7.375,8.375,2.5,7.0,0.0,0.125,167.0,0.0,0.0,0.375,0.0,6.25,2.125,18.75,8.0,658.22,97.0,1771.0,9.0,2.0,396.0
4791,8.0,74.31875000000001,21.375,1.625,19.75,7.75,5.625,3.0,4.0,0.625,0.375,113.875,0.0,0.0,0.75,0.0,1.5,0.375,4.25,8.0,594.5500000000001,72.0,1219.0,10.0,4.0,239.0
4792,8.0,67.16,28.0,6.5,21.5,7.375,4.875,2.875,10.375,1.5,1.0,115.375,0.0,1.75,0.5,0.0,5.25,1.625,27.375,8.0,537.28,88.0,1634.0,10.0,7.0,260.0
4793,7.0,69.94714285714285,26.571428571428573,3.7142857142857135,22.857142857142858,5.714285714285714,7.714285714285714,2.4285714285714284,6.857142857142857,3.571428571428572,0.2857142857142857,143.0,0.0,0.8571428571428571,2.142857142857143,0.1428571428571428,3.4285714285714284,0.5714285714285714,6.857142857142857,7.0,489.63,79.0,1416.0,10.0,3.0,271.0
4794,8.0,79.18125,19.875,3.625,16.25,6.5,6.0,1.625,3.375,1.875,0.5,741.5,0.0,0.0,1.0,0.25,3.625,1.875,43.25,8.0,633.45,106.0,3366.0,9.0,6.0,1624.0
4795,7.0,70.7,15.142857142857142,2.571428571428572,12.571428571428571,4.714285714285714,3.2857142857142856,2.0,4.428571428571429,0.7142857142857143,0.0,47.57142857142857,0.0,0.0,0.8571428571428571,0.0,1.7142857142857142,0.7142857142857143,11.428571428571429,7.0,494.9,52.0,595.0,9.0,0.0,112.0
4796,8.0,75.80625,22.125,3.375,18.75,9.25,4.5,1.125,4.125,0.5,2.625,155.25,0.0,0.5,2.75,0.0,6.875,2.375,12.625,8.0,606.45,70.0,1980.0,10.0,0.0,430.0
4797,7.0,67.12571428571428,30.0,4.0,26.0,11.142857142857142,7.285714285714286,2.7142857142857144,6.571428571428571,0.5714285714285714,1.7142857142857142,149.42857142857142,0.0,0.1428571428571428,0.7142857142857143,0.1428571428571428,3.857142857142857,0.5714285714285714,15.142857142857142,7.0,469.88,77.0,1543.0,9.0,2.0,235.0
4798,8.0,86.23125,23.875,4.25,19.625,7.875,5.375,2.625,6.0,0.5,1.5,103.625,0.0,0.0,3.5,0.0,5.875,2.625,22.5,8.0,689.85,80.0,1666.0,8.0,0.0,215.0
4799,7.0,85.72142857142856,32.714285714285715,8.142857142857142,24.571428571428573,9.428571428571429,7.714285714285714,3.7142857142857135,8.428571428571429,3.142857142857143,0.2857142857142857,113.14285714285714,0.0,0.0,1.8571428571428568,0.0,0.4285714285714285,0.2857142857142857,8.428571428571429,7.0,600.05,99.0,1074.0,8.0,3.0,271.0
4800,7.0,69.04285714285713,19.857142857142858,5.0,14.857142857142858,4.714285714285714,6.0,1.5714285714285714,4.285714285714286,2.857142857142857,0.4285714285714285,150.85714285714286,0.0,0.0,0.7142857142857143,0.0,9.428571428571429,2.4285714285714284,41.42857142857143,7.0,483.3,80.0,1768.0,10.0,2.0,296.0
4801,8.0,81.235,62.875,9.25,53.625,25.75,15.0,6.75,9.875,0.0,5.5,89.25,0.0,0.0,2.5,0.0,5.75,2.5,9.625,8.0,649.88,81.0,1357.0,11.0,0.0,404.0
4802,7.0,77.41428571428571,25.0,5.142857142857143,19.857142857142858,8.0,7.142857142857143,2.571428571428572,6.142857142857143,0.4285714285714285,0.7142857142857143,89.42857142857143,0.0,0.0,1.4285714285714286,0.0,0.5714285714285714,0.1428571428571428,7.857142857142857,7.0,541.9,83.0,969.0,6.0,0.0,201.0
4803,8.0,67.74375,32.375,6.75,25.625,8.5,7.625,3.5,9.375,2.5,0.875,155.25,0.0,0.0,0.5,0.125,6.375,1.375,36.875,8.0,541.95,98.0,2030.0,10.0,7.0,361.0
4804,8.0,83.45625,21.75,4.25,17.5,7.5,5.625,1.75,5.5,0.625,0.75,89.875,0.0,0.0,3.625,0.0,8.25,3.0,28.0,8.0,667.65,81.0,1798.0,10.0,2.0,263.0
4805,8.0,84.66875,24.375,4.75,19.625,7.375,6.75,3.0,4.5,1.625,1.125,77.25,0.0,0.0,1.25,0.0,2.75,1.375,9.125,8.0,677.35,86.0,1151.0,10.0,0.0,310.0
4806,6.0,68.92999999999999,22.5,3.6666666666666665,18.83333333333333,6.833333333333333,5.333333333333333,1.6666666666666667,5.5,2.333333333333333,0.8333333333333334,84.33333333333333,0.0,1.0,0.6666666666666666,0.0,0.1666666666666666,0.0,5.0,6.0,413.5799999999999,63.0,860.0,12.0,0.0,279.0
4807,8.0,61.38125,12.625,1.875,10.75,4.75,2.375,0.875,2.875,0.375,1.375,62.75,0.0,0.0,0.125,0.0,2.625,1.25,27.25,8.0,491.05,58.0,1002.0,10.0,0.0,102.0
4808,7.0,72.72571428571429,25.142857142857142,3.7142857142857135,21.428571428571427,7.428571428571429,8.428571428571429,2.571428571428572,4.857142857142857,0.5714285714285714,1.2857142857142858,88.0,0.0,0.1428571428571428,2.142857142857143,0.0,1.2857142857142858,0.2857142857142857,10.142857142857142,7.0,509.08,73.0,1212.0,10.0,0.0,240.0
4809,8.0,71.45,19.5,3.0,16.5,7.75,3.75,1.625,5.5,0.125,0.75,98.75,0.0,0.0,1.75,0.0,4.375,0.375,6.5,8.0,571.6,69.0,1209.0,10.0,3.0,194.0
4810,8.0,72.9125,21.25,4.375,16.875,5.875,5.125,2.125,5.625,2.0,0.5,118.5,0.0,0.0,0.75,0.125,11.875,2.125,81.75,8.0,583.3,87.0,2249.0,10.0,7.0,279.0
4811,8.0,78.58125,23.875,3.375,20.5,7.25,7.25,2.625,6.375,0.0,0.375,125.75,0.0,0.0,2.0,0.0,7.0,4.25,8.375,8.0,628.65,81.0,1809.0,12.0,0.0,413.0
4812,7.0,69.85714285714286,18.714285714285715,2.857142857142857,15.857142857142858,5.142857142857143,5.0,2.4285714285714284,4.857142857142857,1.1428571428571428,0.1428571428571428,70.71428571428571,0.0,0.0,0.8571428571428571,0.0,1.8571428571428568,0.7142857142857143,9.571428571428571,7.0,489.00000000000006,66.0,704.0,8.0,0.0,136.0
4813,7.0,71.88571428571429,19.285714285714285,3.571428571428572,15.714285714285714,7.0,3.4285714285714284,1.5714285714285714,5.285714285714286,1.0,1.0,73.42857142857143,0.0,0.0,0.4285714285714285,0.0,6.571428571428571,1.5714285714285714,44.57142857142857,7.0,503.2,63.0,1131.0,9.0,0.0,132.0
4814,8.0,77.73875,17.875,3.875,14.0,3.875,4.75,2.75,4.75,1.375,0.375,97.625,0.0,0.0,2.5,0.0,5.625,2.625,38.75,8.0,621.91,78.0,1726.0,8.0,0.0,287.0
4815,8.0,82.4475,24.0,2.875,21.125,7.75,7.375,2.375,5.75,0.125,0.625,79.0,0.0,0.125,1.75,0.0,4.0,1.75,12.75,8.0,659.58,82.0,1272.0,10.0,2.0,361.0
4816,7.0,77.15,17.0,1.7142857142857142,15.285714285714286,3.142857142857143,5.857142857142857,3.2857142857142856,2.142857142857143,2.2857142857142856,0.2857142857142857,62.285714285714285,0.0,0.0,1.5714285714285714,0.0,2.857142857142857,0.5714285714285714,7.285714285714286,7.0,540.0500000000001,58.0,788.0,10.0,0.0,150.0
4817,8.0,74.47874999999999,15.5,1.875,13.625,3.625,5.25,2.75,3.25,0.375,0.25,59.0,0.0,0.0,1.0,0.0,7.125,4.75,13.125,8.0,595.8299999999999,70.0,1124.0,9.0,0.0,198.0
4818,8.0,75.55375000000001,21.375,4.125,17.25,8.625,5.875,1.375,4.5,0.625,0.375,77.75,0.0,0.125,1.375,0.125,3.25,1.625,8.875,8.0,604.4300000000001,68.0,961.0,9.0,3.0,198.0
4819,7.0,75.49285714285715,33.714285714285715,6.142857142857143,27.571428571428573,7.857142857142857,8.0,6.571428571428571,8.142857142857142,2.142857142857143,1.0,146.0,0.0,0.0,2.0,0.0,1.5714285714285714,0.4285714285714285,9.857142857142858,7.0,528.45,82.0,1486.0,13.0,0.0,261.0
4820,7.0,72.9542857142857,22.142857142857142,1.5714285714285714,20.571428571428573,7.428571428571429,4.857142857142857,3.0,4.285714285714286,1.4285714285714286,1.1428571428571428,71.71428571428571,0.0,0.2857142857142857,1.8571428571428568,0.0,0.5714285714285714,0.1428571428571428,7.571428571428571,7.0,510.68,66.0,977.0,8.0,0.0,282.0
4821,8.0,78.93875,28.75,5.5,23.25,8.25,7.125,4.75,7.125,1.0,0.5,135.125,0.0,0.0,2.0,0.0,13.875,2.75,38.25,8.0,631.51,91.0,1979.0,11.0,0.0,407.0
4822,7.0,75.00285714285714,38.142857142857146,4.714285714285714,33.42857142857143,9.714285714285714,11.857142857142858,3.142857142857143,8.285714285714286,4.142857142857143,1.0,152.85714285714286,0.0,0.0,1.0,0.1428571428571428,4.0,0.7142857142857143,11.571428571428571,7.0,525.02,92.0,1498.0,9.0,3.0,249.0
4823,8.0,79.61874999999999,17.5,4.25,13.25,3.375,5.375,2.5,3.875,2.125,0.25,82.375,0.0,0.125,2.0,0.0,7.5,2.5,15.125,8.0,636.9499999999999,77.0,1366.0,11.0,0.0,270.0
4824,8.0,71.80375000000001,22.0,3.5,18.5,9.0,4.125,2.25,5.25,0.625,0.75,126.5,0.0,0.0,1.0,0.0,8.375,2.5,18.625,8.0,574.4300000000001,69.0,1724.0,11.0,0.0,500.0
4825,7.0,74.28,36.71428571428572,8.428571428571429,28.285714285714285,15.428571428571429,6.714285714285714,1.2857142857142858,9.714285714285714,1.4285714285714286,2.142857142857143,204.7142857142857,0.0,2.0,3.142857142857143,0.2857142857142857,10.857142857142858,3.571428571428572,19.428571428571427,7.0,519.96,101.0,2785.0,11.0,4.0,397.0
4826,7.0,68.97142857142856,15.857142857142858,2.4285714285714284,13.428571428571429,4.0,4.0,1.7142857142857142,4.857142857142857,0.7142857142857143,0.5714285714285714,303.57142857142856,0.0,0.0,2.857142857142857,0.0,4.714285714285714,0.8571428571428571,21.285714285714285,7.0,482.8,113.0,2810.0,10.0,0.0,1028.0
4827,8.0,86.62875,34.375,5.0,29.375,13.25,8.5,3.375,6.875,1.375,1.0,140.25,0.0,0.125,4.0,0.0,5.5,2.5,35.875,8.0,693.03,85.0,2247.0,8.0,3.0,363.0
4828,7.0,71.46285714285715,26.0,6.142857142857143,19.857142857142858,6.285714285714286,6.571428571428571,1.8571428571428568,6.571428571428571,3.7142857142857135,1.0,89.28571428571429,0.0,1.0,0.8571428571428571,0.2857142857142857,3.142857142857143,0.7142857142857143,16.0,7.0,500.24,75.0,1067.0,6.0,5.0,242.0
4829,7.0,75.88285714285715,26.571428571428573,4.0,22.571428571428573,7.0,6.142857142857143,3.142857142857143,8.428571428571429,1.7142857142857142,0.1428571428571428,92.14285714285714,0.0,0.0,0.4285714285714285,0.0,2.7142857142857144,0.5714285714285714,11.857142857142858,7.0,531.1800000000001,73.0,950.0,8.0,1.0,184.0
4830,8.0,84.2225,18.375,3.25,15.125,5.0,5.0,2.125,4.625,1.375,0.25,78.125,0.0,0.25,2.625,0.125,11.25,2.0,11.0,8.0,673.78,69.0,1245.0,7.0,5.0,256.0
4831,7.0,73.82857142857144,13.428571428571429,3.142857142857143,10.285714285714286,3.142857142857143,3.571428571428572,1.1428571428571428,4.857142857142857,0.5714285714285714,0.1428571428571428,46.71428571428572,0.0,0.0,0.4285714285714285,0.0,1.2857142857142858,0.5714285714285714,12.714285714285714,7.0,516.8000000000001,57.0,540.0,9.0,0.0,114.0
4832,7.0,66.91,24.142857142857142,2.142857142857143,22.0,3.571428571428572,5.285714285714286,2.4285714285714284,9.857142857142858,2.2857142857142856,0.7142857142857143,89.57142857142857,0.0,0.0,1.8571428571428568,0.0,2.2857142857142856,0.4285714285714285,10.142857142857142,7.0,468.37,69.0,1043.0,11.0,0.0,211.0
4833,8.0,80.39125000000001,28.875,4.625,24.25,9.375,9.875,3.625,4.625,0.0,1.375,101.625,0.0,0.125,3.375,0.0,3.75,1.5,10.125,8.0,643.1300000000001,80.0,1571.0,10.0,0.0,313.0
4834,8.0,80.56875,33.875,6.625,27.25,8.625,8.875,3.0,8.75,2.875,1.75,141.0,0.0,0.125,3.125,0.0,4.75,1.875,50.0,8.0,644.55,100.0,2374.0,9.0,0.0,464.0
4835,7.0,69.97571428571429,12.571428571428571,1.5714285714285714,11.0,4.571428571428571,4.428571428571429,1.1428571428571428,1.2857142857142858,0.2857142857142857,0.8571428571428571,34.42857142857143,0.0,0.0,0.4285714285714285,0.0,0.5714285714285714,0.2857142857142857,10.285714285714286,7.0,489.83,50.0,502.0,8.0,2.0,115.0
4836,7.0,72.89142857142858,32.142857142857146,4.714285714285714,27.428571428571427,10.142857142857142,10.142857142857142,2.7142857142857144,6.571428571428571,0.7142857142857143,1.8571428571428568,143.42857142857142,0.0,0.7142857142857143,3.142857142857143,0.1428571428571428,8.0,0.5714285714285714,13.571428571428571,7.0,510.24,84.0,1837.0,10.0,6.0,297.0
4837,7.0,80.3,11.857142857142858,2.2857142857142856,9.571428571428571,4.0,1.5714285714285714,2.7142857142857144,3.2857142857142856,0.0,0.2857142857142857,236.28571428571428,0.0,0.0,0.4285714285714285,0.0,2.571428571428572,0.5714285714285714,15.571428571428571,7.0,562.1,82.0,1515.0,11.0,2.0,743.0
4838,7.0,70.91285714285713,13.857142857142858,2.7142857142857144,11.142857142857142,5.142857142857143,3.857142857142857,1.2857142857142858,2.2857142857142856,0.0,1.2857142857142858,57.142857142857146,0.0,0.0,2.0,0.0,2.2857142857142856,0.5714285714285714,20.142857142857142,7.0,496.39,55.0,927.0,7.0,0.0,151.0
4839,7.0,69.27142857142857,16.0,1.5714285714285714,14.428571428571429,5.0,5.714285714285714,1.1428571428571428,3.857142857142857,0.1428571428571428,0.1428571428571428,51.42857142857143,0.0,0.1428571428571428,0.1428571428571428,0.0,2.7142857142857144,0.7142857142857143,18.714285714285715,7.0,484.9,55.0,672.0,11.0,0.0,109.0
4840,6.0,60.32,29.166666666666668,5.333333333333333,23.83333333333333,7.333333333333333,10.333333333333334,3.333333333333333,6.0,1.0,1.1666666666666667,151.0,0.0,0.0,0.3333333333333333,0.0,1.5,0.1666666666666666,13.0,6.0,361.92,78.0,1070.0,8.0,0.0,243.0
4841,8.0,60.2975,24.375,2.375,22.0,6.75,6.875,1.875,5.5,1.625,1.75,119.875,0.0,0.0,0.5,0.0,3.0,0.625,16.0,8.0,482.38,83.0,1640.0,10.0,0.0,507.0
4842,7.0,61.52,25.714285714285715,2.571428571428572,23.142857142857142,9.285714285714286,6.857142857142857,2.7142857142857144,5.857142857142857,0.0,1.0,102.0,0.0,0.0,0.4285714285714285,0.2857142857142857,0.0,0.0,0.0,7.0,430.64,76.0,1073.0,9.0,7.0,231.0
4845,7.0,73.67142857142858,47.142857142857146,8.714285714285714,38.42857142857143,15.0,12.428571428571429,5.428571428571429,11.571428571428571,1.5714285714285714,1.1428571428571428,86.42857142857143,0.0,0.0,0.4285714285714285,0.0,3.857142857142857,0.7142857142857143,47.71428571428572,7.0,515.7,73.0,1204.0,8.0,0.0,219.0
4846,7.0,63.85714285714285,23.428571428571427,3.4285714285714284,20.0,7.0,6.571428571428571,2.7142857142857144,6.285714285714286,0.5714285714285714,0.2857142857142857,105.57142857142856,0.0,0.0,1.0,0.0,3.571428571428572,0.5714285714285714,24.714285714285715,7.0,447.0,80.0,1274.0,8.0,1.0,340.0
4847,7.0,75.57857142857142,45.85714285714285,6.428571428571429,39.42857142857143,15.142857142857142,10.142857142857142,6.714285714285714,5.428571428571429,3.142857142857143,5.285714285714286,234.8571428571429,0.0,0.0,1.2857142857142858,0.0,7.428571428571429,2.142857142857143,2.4285714285714284,7.0,529.05,103.0,1851.0,8.0,0.0,465.0
4848,6.0,59.41666666666666,31.83333333333333,4.0,27.83333333333333,11.0,12.0,1.5,3.333333333333333,2.1666666666666665,1.8333333333333333,153.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,356.5,74.0,1187.0,6.0,0.0,469.0
4849,6.0,82.21666666666667,31.5,3.6666666666666665,27.83333333333333,13.833333333333334,5.5,3.0,4.333333333333333,1.1666666666666667,3.6666666666666665,192.8333333333333,0.0,0.8333333333333334,1.8333333333333333,0.0,16.0,12.0,13.0,6.0,493.3,85.0,2426.0,8.0,1.0,453.0
4850,7.0,71.36428571428571,27.0,4.428571428571429,22.571428571428573,10.857142857142858,5.0,0.8571428571428571,8.285714285714286,1.2857142857142858,0.7142857142857143,252.42857142857144,0.0,0.0,2.4285714285714284,0.0,11.142857142857142,4.142857142857143,29.0,7.0,499.55,94.0,2726.0,8.0,0.0,864.0
4851,7.0,50.79857142857144,11.285714285714286,0.4285714285714285,10.857142857142858,3.0,3.142857142857143,1.8571428571428568,2.571428571428572,0.7142857142857143,0.0,42.57142857142857,0.0,0.0,1.0,0.0,4.571428571428571,0.2857142857142857,0.7142857142857143,7.0,355.59000000000003,36.0,543.0,8.0,2.0,209.0
4852,7.0,62.75,26.571428571428573,2.7142857142857144,23.857142857142858,7.714285714285714,5.571428571428571,2.857142857142857,6.714285714285714,2.571428571428572,1.1428571428571428,92.71428571428572,0.0,0.0,1.7142857142857142,0.0,7.428571428571429,3.7142857142857135,4.285714285714286,7.0,439.25,81.0,1341.0,7.0,0.0,438.0
4853,7.0,70.90714285714286,26.428571428571427,4.142857142857143,22.285714285714285,8.857142857142858,4.285714285714286,1.2857142857142858,7.285714285714286,2.142857142857143,2.571428571428572,101.71428571428572,0.0,0.0,0.2857142857142857,0.0,3.571428571428572,1.8571428571428568,3.2857142857142856,7.0,496.35,67.0,1073.0,7.0,2.0,334.0
4854,6.0,75.27499999999999,22.666666666666668,3.0,19.666666666666668,7.833333333333333,5.5,3.333333333333333,4.833333333333333,0.5,0.6666666666666666,125.66666666666669,0.0,0.1666666666666666,0.6666666666666666,0.0,4.666666666666667,2.0,2.1666666666666665,6.0,451.65,80.0,1036.0,7.0,0.0,389.0
4855,7.0,59.51428571428572,20.285714285714285,1.4285714285714286,18.857142857142858,9.571428571428571,2.857142857142857,1.7142857142857142,3.0,1.7142857142857142,1.4285714285714286,134.85714285714286,0.0,0.2857142857142857,0.1428571428571428,0.0,2.857142857142857,0.5714285714285714,27.0,7.0,416.6,58.0,1312.0,9.0,0.0,244.0
4856,7.0,69.62857142857142,24.285714285714285,4.0,20.285714285714285,6.142857142857143,6.571428571428571,2.857142857142857,4.571428571428571,3.571428571428572,0.5714285714285714,76.14285714285714,0.0,0.1428571428571428,2.7142857142857144,0.0,3.142857142857143,1.5714285714285714,2.0,7.0,487.4,64.0,1015.0,8.0,2.0,305.0
4857,7.0,69.98571428571428,17.0,2.2857142857142856,14.714285714285714,5.285714285714286,1.8571428571428568,2.142857142857143,4.142857142857143,1.8571428571428568,1.7142857142857142,267.7142857142857,0.0,0.0,0.5714285714285714,0.1428571428571428,7.0,2.571428571428572,28.857142857142858,7.0,489.9,102.0,2139.0,8.0,3.0,898.0
4858,6.0,76.25333333333333,26.83333333333333,4.0,22.83333333333333,12.333333333333334,4.666666666666667,1.5,5.0,0.3333333333333333,3.0,120.66666666666669,0.0,0.0,0.8333333333333334,0.0,14.833333333333334,7.833333333333333,8.5,6.0,457.52,81.0,1606.0,7.0,0.0,388.0
4859,7.0,69.74428571428571,11.428571428571429,2.0,9.428571428571429,3.2857142857142856,2.857142857142857,0.7142857142857143,2.2857142857142856,1.0,1.2857142857142858,43.285714285714285,0.0,0.0,0.2857142857142857,0.0,3.0,1.8571428571428568,2.0,7.0,488.21,41.0,570.0,7.0,0.0,166.0
4860,6.0,63.36666666666665,22.166666666666668,2.6666666666666665,19.5,9.666666666666666,3.333333333333333,2.5,4.333333333333333,1.6666666666666667,0.6666666666666666,83.16666666666667,0.0,0.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.8333333333333334,6.0,380.19999999999993,50.0,652.0,6.0,0.0,160.0
4861,7.0,69.84857142857143,29.571428571428573,6.571428571428571,23.0,9.857142857142858,8.285714285714286,2.4285714285714284,7.0,0.8571428571428571,1.1428571428571428,171.0,0.0,0.0,0.1428571428571428,0.0,6.428571428571429,3.142857142857143,3.571428571428572,7.0,488.94,80.0,1654.0,8.0,0.0,406.0
4862,6.0,68.66666666666667,12.333333333333334,2.5,9.833333333333334,3.6666666666666665,1.5,0.6666666666666666,4.833333333333333,0.5,1.1666666666666667,65.66666666666667,0.0,0.1666666666666666,0.6666666666666666,0.0,5.5,3.5,4.333333333333333,6.0,412.0,54.0,738.0,6.0,0.0,281.0
4863,6.0,74.47333333333334,37.0,7.666666666666667,29.33333333333333,13.333333333333334,6.5,2.6666666666666665,11.333333333333334,0.6666666666666666,2.5,161.66666666666666,0.0,0.0,1.5,0.0,10.0,2.833333333333333,3.6666666666666665,6.0,446.84,92.0,1323.0,9.0,0.0,358.0
4864,7.0,77.97142857142858,19.428571428571427,3.7142857142857135,15.714285714285714,8.0,2.7142857142857144,2.2857142857142856,5.714285714285714,0.4285714285714285,0.2857142857142857,71.71428571428571,1.2857142857142858,0.2857142857142857,0.1428571428571428,0.0,3.857142857142857,1.7142857142857142,41.42857142857143,7.0,545.8000000000001,68.0,1069.0,9.0,2.0,165.0
4866,7.0,76.34285714285714,20.428571428571427,4.857142857142857,15.571428571428571,7.714285714285714,4.571428571428571,2.2857142857142856,4.285714285714286,0.8571428571428571,0.7142857142857143,84.0,0.0,0.0,1.7142857142857142,0.0,8.571428571428571,4.0,5.0,7.0,534.4,88.0,1173.0,8.0,0.0,402.0
4867,6.0,61.29166666666666,33.333333333333336,6.833333333333333,26.5,11.833333333333334,5.5,2.6666666666666665,11.333333333333334,0.3333333333333333,1.6666666666666667,185.3333333333333,0.0,0.1666666666666666,0.8333333333333334,0.0,0.1666666666666666,0.0,0.0,6.0,367.75,86.0,1356.0,6.0,0.0,439.0
4868,7.0,60.55,26.428571428571427,2.0,24.428571428571427,12.571428571428571,5.285714285714286,2.2857142857142856,4.857142857142857,1.2857142857142858,0.1428571428571428,103.14285714285714,0.0,0.0,0.1428571428571428,0.0,4.285714285714286,0.5714285714285714,50.0,7.0,423.85,75.0,1269.0,9.0,2.0,294.0
4869,8.0,70.0975,17.125,1.875,15.25,7.75,2.25,1.625,4.5,0.25,0.75,79.25,0.0,0.0,0.0,0.125,3.375,1.375,24.375,8.0,560.78,74.0,1023.0,8.0,5.0,150.0
4870,6.0,73.375,41.16666666666666,8.666666666666666,32.5,13.333333333333334,6.833333333333333,4.166666666666667,15.0,1.1666666666666667,0.6666666666666666,179.66666666666666,0.0,0.0,2.1666666666666665,0.1666666666666666,10.5,2.0,57.66666666666666,6.0,440.25,101.0,1813.0,8.0,4.0,369.0
4871,7.0,71.27428571428571,10.571428571428571,1.2857142857142858,9.285714285714286,2.2857142857142856,3.2857142857142856,0.7142857142857143,3.571428571428572,0.7142857142857143,0.0,127.28571428571428,0.0,0.0,0.8571428571428571,0.0,5.428571428571429,1.8571428571428568,28.142857142857142,7.0,498.92,73.0,1177.0,7.0,0.0,494.0
4872,7.0,67.56714285714285,13.0,1.8571428571428568,11.142857142857142,3.571428571428572,1.4285714285714286,2.4285714285714284,5.428571428571429,0.0,0.1428571428571428,155.42857142857142,0.0,0.0,1.1428571428571428,0.0,4.857142857142857,2.2857142857142856,31.142857142857142,7.0,472.97,84.0,1484.0,8.0,0.0,496.0
4873,7.0,79.44142857142857,65.0,9.285714285714286,55.71428571428572,23.571428571428573,19.0,7.428571428571429,12.0,2.142857142857143,0.8571428571428571,99.28571428571428,0.0,0.1428571428571428,1.0,0.0,4.571428571428571,0.4285714285714285,22.857142857142858,7.0,556.09,84.0,1385.0,9.0,2.0,306.0
4874,7.0,65.06714285714285,29.857142857142858,4.714285714285714,25.142857142857142,11.714285714285714,6.571428571428571,3.571428571428572,7.571428571428571,0.1428571428571428,0.2857142857142857,118.57142857142856,0.0,0.0,1.5714285714285714,0.0,6.142857142857143,1.7142857142857142,30.714285714285715,7.0,455.47,84.0,1464.0,7.0,0.0,362.0
4875,7.0,75.82142857142857,15.857142857142858,2.2857142857142856,13.571428571428571,5.285714285714286,3.142857142857143,2.7142857142857144,4.142857142857143,0.1428571428571428,0.4285714285714285,55.85714285714285,0.0,0.2857142857142857,0.4285714285714285,0.0,1.8571428571428568,0.7142857142857143,29.571428571428573,7.0,530.75,67.0,715.0,7.0,0.0,102.0
4876,8.0,71.6375,23.75,4.25,19.5,10.25,6.625,2.125,4.5,0.25,0.0,118.25,0.0,0.0,0.375,0.0,2.5,0.25,11.625,8.0,573.1,97.0,1418.0,9.0,0.0,370.0
4877,7.0,66.47142857142858,34.142857142857146,5.571428571428571,28.571428571428573,12.142857142857142,7.857142857142857,2.2857142857142856,9.714285714285714,1.5714285714285714,0.5714285714285714,108.85714285714286,0.0,0.0,1.1428571428571428,0.0,4.0,1.7142857142857142,28.857142857142858,7.0,465.3,92.0,1517.0,6.0,0.0,459.0
4878,7.0,69.32142857142857,20.857142857142858,2.2857142857142856,18.571428571428573,7.285714285714286,4.428571428571429,1.7142857142857142,4.857142857142857,1.7142857142857142,0.8571428571428571,80.57142857142857,0.0,0.0,0.5714285714285714,0.0,2.571428571428572,0.5714285714285714,28.428571428571427,7.0,485.25,69.0,1000.0,8.0,0.0,261.0
4879,7.0,70.92857142857143,12.714285714285714,2.7142857142857144,10.0,3.0,2.142857142857143,0.8571428571428571,5.571428571428571,0.7142857142857143,0.4285714285714285,117.42857142857144,0.0,0.0,0.4285714285714285,0.0,2.4285714285714284,0.5714285714285714,16.428571428571427,7.0,496.5,75.0,1054.0,7.0,0.0,464.0
4880,7.0,75.22142857142856,24.857142857142858,3.857142857142857,21.0,6.428571428571429,7.0,3.0,6.142857142857143,2.0,0.2857142857142857,157.14285714285714,0.0,0.0,0.7142857142857143,0.0,2.4285714285714284,0.4285714285714285,25.714285714285715,7.0,526.55,75.0,1675.0,7.0,0.0,433.0
4881,7.0,72.09285714285714,24.0,2.857142857142857,21.142857142857142,9.428571428571429,5.714285714285714,2.7142857142857144,4.857142857142857,0.7142857142857143,0.5714285714285714,125.14285714285714,0.0,0.0,1.0,0.0,5.0,0.7142857142857143,34.857142857142854,7.0,504.65,69.0,1365.0,8.0,0.0,190.0
4882,7.0,74.60714285714286,30.0,6.857142857142857,23.142857142857142,10.714285714285714,7.0,3.0,7.285714285714286,0.7142857142857143,1.2857142857142858,195.7142857142857,0.0,0.0,0.1428571428571428,0.0,3.142857142857143,0.4285714285714285,18.285714285714285,7.0,522.25,91.0,1575.0,7.0,0.0,355.0
4883,7.0,76.74285714285715,16.714285714285715,2.0,14.714285714285714,4.571428571428571,3.2857142857142856,1.5714285714285714,5.571428571428571,1.2857142857142858,0.4285714285714285,95.14285714285714,0.0,0.0,0.7142857142857143,0.0,2.0,0.7142857142857143,32.857142857142854,7.0,537.2,59.0,1098.0,7.0,2.0,147.0
4884,7.0,62.27857142857143,16.0,3.2857142857142856,12.714285714285714,5.428571428571429,1.7142857142857142,2.0,6.428571428571429,0.2857142857142857,0.1428571428571428,253.42857142857144,0.0,0.0,0.1428571428571428,0.0,2.2857142857142856,0.4285714285714285,19.142857142857142,7.0,435.95,100.0,1976.0,8.0,0.0,751.0
