userid,number_of_courses_x,average_marks,average_login,weekend_login,weekday_login,midnight_login,early_morning_login,late_morning_login,afternoon_login,evening_login,night_login,no_of_viewed_courses,no_of_attendance_taken,no_of_all_files_downloaded,no_of_assignments,no_of_forum_created,number_of_quizzes,no_of_quizzes_completed,no_of_quizzes_attempt,number_of_courses_y,total_marks,num_days_active,total_events,num_unique_courses_accessed,num_forum_posts,num_resource_views
1306,4.0,66.7,11.25,1.5,9.75,3.25,3.0,0.5,3.5,1.0,0.0,36.25,0.0,0.75,0.75,0.0,0.0,0.0,0.0,4.0,266.8,35.0,236.0,4.0,0.0,52.0
1307,6.0,65.33,14.833333333333334,1.8333333333333333,13.0,7.833333333333333,3.1666666666666665,1.3333333333333333,2.333333333333333,0.0,0.1666666666666666,48.66666666666666,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,6.0,391.98,62.0,343.0,6.0,0.0,89.0
1308,4.0,70.125,12.25,2.5,9.75,4.5,3.25,2.0,1.5,0.5,0.5,30.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,280.5,26.0,328.0,6.0,0.0,195.0
1309,5.0,67.536,7.0,0.6,6.4,2.4,1.0,0.2,1.8,1.4,0.2,21.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,5.0,337.68,25.0,260.0,6.0,0.0,149.0
1311,4.0,79.7525,10.0,3.0,7.0,2.0,2.25,0.75,4.25,0.75,0.0,41.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,4.0,319.01,29.0,276.0,5.0,0.0,86.0
1312,4.0,79.175,24.75,7.75,17.0,3.5,3.75,5.0,7.5,5.0,0.0,100.75,0.0,0.0,0.75,0.0,1.0,0.25,0.25,4.0,316.7,41.0,436.0,4.0,0.0,101.0
1313,4.0,85.45500000000001,32.5,5.75,26.75,13.5,8.0,4.0,6.25,0.25,0.5,121.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,4.0,341.82000000000005,64.0,652.0,6.0,9.0,232.0
1314,5.0,86.8,29.8,4.6,25.2,10.4,6.2,2.0,8.4,1.8,1.0,90.4,0.0,0.0,0.8,0.0,4.0,0.6,32.2,5.0,434.0,70.0,751.0,6.0,0.0,115.0
1315,5.0,68.58,14.6,2.0,12.6,5.4,3.2,1.4,3.4,0.8,0.4,44.4,0.0,0.0,1.0,0.0,0.6,0.2,0.2,5.0,342.9,33.0,389.0,6.0,0.0,159.0
1316,4.0,79.30000000000001,4.25,0.0,4.25,0.5,1.25,1.0,0.5,0.5,0.5,12.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,317.20000000000005,13.0,67.0,2.0,0.0,18.0
1317,4.0,77.25,5.5,0.25,5.25,0.25,2.5,0.75,0.5,0.5,1.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,309.0,11.0,57.0,3.0,0.0,15.0
1318,4.0,74.15,4.0,1.25,2.75,0.0,0.25,1.0,2.25,0.5,0.0,9.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.0,296.6,13.0,41.0,1.0,0.0,12.0
1319,4.0,81.125,9.0,2.75,6.25,1.75,1.5,1.25,3.0,1.25,0.25,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,324.5,26.0,94.0,3.0,0.0,27.0
1320,4.0,81.9,5.25,0.25,5.0,1.25,1.0,1.5,1.0,0.25,0.25,13.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,327.6,16.0,62.0,3.0,0.0,16.0
1323,4.0,78.55,12.0,3.25,8.75,3.75,2.5,2.0,3.0,0.75,0.0,30.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,314.2,37.0,252.0,5.0,0.0,117.0
1324,3.0,86.63333333333333,13.666666666666666,2.6666666666666665,11.0,4.666666666666667,3.6666666666666665,2.0,3.0,0.0,0.3333333333333333,38.0,0.0,0.0,2.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.0,259.9,29.0,216.0,3.0,0.0,48.0
1325,5.0,81.636,25.6,3.8,21.8,11.0,4.4,2.4,6.8,0.8,0.2,102.4,0.0,3.4,1.0,0.0,0.0,0.0,0.0,5.0,408.18,63.0,911.0,5.0,0.0,268.0
1328,4.0,80.975,48.5,11.0,37.5,13.75,13.0,7.0,13.0,1.25,0.5,115.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,323.9,72.0,725.0,4.0,0.0,351.0
1329,3.0,84.66666666666667,15.666666666666666,2.333333333333333,13.333333333333334,9.666666666666666,1.3333333333333333,2.0,2.333333333333333,0.0,0.3333333333333333,43.66666666666666,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,3.0,254.0,26.0,245.0,3.0,0.0,85.0
1330,4.0,73.125,25.25,6.0,19.25,6.5,3.75,2.25,11.25,1.5,0.0,79.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,292.5,54.0,523.0,10.0,0.0,200.0
1331,3.0,85.03333333333333,12.0,0.3333333333333333,11.666666666666666,4.666666666666667,4.666666666666667,1.3333333333333333,1.0,0.0,0.3333333333333333,43.333333333333336,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,255.1,26.0,220.0,3.0,0.0,91.0
1333,4.0,73.5,17.25,4.5,12.75,7.0,2.25,3.25,3.75,0.0,1.0,67.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,294.0,38.0,405.0,7.0,0.0,157.0
1334,1.0,86.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,1.0,2.0,1.0,0.0,0.0
1335,6.0,79.64833333333333,14.166666666666666,2.6666666666666665,11.5,3.333333333333333,2.833333333333333,3.333333333333333,4.5,0.0,0.1666666666666666,40.5,0.0,0.1666666666666666,4.666666666666667,0.0,0.1666666666666666,0.0,0.0,6.0,477.89,46.0,536.0,6.0,0.0,108.0
1336,4.0,79.425,22.0,3.75,18.25,7.0,4.0,2.75,7.5,0.75,0.0,64.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,317.7,50.0,444.0,7.0,0.0,177.0
1337,4.0,77.9,17.5,3.75,13.75,3.5,5.75,3.0,3.75,1.5,0.0,45.75,0.0,0.0,1.75,0.0,1.0,0.25,0.25,4.0,311.6,43.0,343.0,5.0,0.0,133.0
1338,4.0,77.8,20.5,8.0,12.5,6.5,5.75,1.75,5.75,0.5,0.25,86.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,311.2,47.0,566.0,6.0,0.0,215.0
1339,4.0,80.35,14.75,4.0,10.75,6.0,2.25,2.0,4.25,0.0,0.25,51.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,321.4,49.0,293.0,6.0,0.0,94.0
1340,5.0,68.452,14.6,2.4,12.2,4.6,3.0,0.6,4.2,2.0,0.2,39.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.0,342.26,43.0,264.0,6.0,0.0,80.0
1341,4.0,69.375,12.5,1.0,11.5,6.25,2.5,1.25,1.5,0.5,0.5,34.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,277.5,34.0,220.0,7.0,0.0,99.0
1342,4.0,83.975,5.75,1.5,4.25,1.0,1.25,1.0,2.5,0.0,0.0,29.75,0.0,0.75,0.25,0.0,0.0,0.0,0.0,4.0,335.9,19.0,170.0,4.0,0.0,76.0
1343,5.0,86.812,31.0,4.8,26.2,9.4,10.2,4.6,6.2,0.2,0.4,140.8,0.0,0.0,2.4,0.4,0.0,0.0,0.0,5.0,434.06,81.0,1118.0,9.0,6.0,290.0
1346,4.0,75.55,16.0,3.5,12.5,5.5,3.75,2.25,4.0,0.0,0.5,83.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,302.2,44.0,544.0,8.0,0.0,225.0
1347,4.0,82.545,9.25,2.0,7.25,1.25,4.75,0.25,3.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,330.18,28.0,259.0,4.0,0.0,103.0
1348,5.0,71.8,10.0,2.4,7.6,3.2,1.2,1.0,4.0,0.4,0.2,33.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.0,359.0,35.0,292.0,8.0,0.0,133.0
1349,5.0,72.092,13.0,2.4,10.6,4.8,2.8,0.8,3.4,1.2,0.0,37.6,0.0,0.8,0.6,0.0,0.0,0.0,0.0,5.0,360.46,44.0,310.0,5.0,0.0,136.0
1350,5.0,53.34,17.2,2.8,14.4,4.2,6.4,1.6,4.4,0.4,0.2,67.6,0.0,0.0,0.8,0.2,0.0,0.0,0.0,5.0,266.7,36.0,562.0,5.0,10.0,95.0
1351,4.0,85.8625,28.5,5.25,23.25,10.75,7.0,3.25,5.0,0.5,2.0,78.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,4.0,343.45,56.0,524.0,4.0,0.0,206.0
1352,1.0,81.1,15.0,4.0,11.0,8.0,2.0,0.0,3.0,0.0,2.0,86.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,81.1,12.0,140.0,1.0,0.0,45.0
1353,4.0,86.3575,23.0,3.25,19.75,8.75,5.25,0.75,7.75,0.5,0.0,78.5,0.25,4.25,1.25,0.0,0.0,0.0,0.0,4.0,345.43,53.0,563.0,5.0,0.0,175.0
1354,1.0,73.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,2.0,11.0,1.0,0.0,0.0
1356,4.0,84.075,23.5,4.25,19.25,11.25,5.25,1.0,5.5,0.25,0.25,86.0,0.0,0.25,3.0,0.25,0.0,0.0,0.0,4.0,336.3,55.0,473.0,4.0,8.0,44.0
1357,7.0,84.25285714285714,12.857142857142858,1.4285714285714286,11.428571428571429,4.142857142857143,3.4285714285714284,1.7142857142857142,2.7142857142857144,0.5714285714285714,0.2857142857142857,57.285714285714285,0.0,0.0,1.7142857142857142,0.2857142857142857,4.428571428571429,1.0,25.285714285714285,7.0,589.77,49.0,756.0,8.0,11.0,49.0
1358,4.0,77.4625,15.75,3.75,12.0,2.75,5.0,1.5,4.75,1.0,0.75,48.5,0.0,1.5,1.75,0.0,0.0,0.0,0.0,4.0,309.85,37.0,354.0,4.0,0.0,95.0
1359,3.0,78.44333333333333,5.666666666666667,1.0,4.666666666666667,0.6666666666666666,1.6666666666666667,0.0,1.0,2.333333333333333,0.0,19.33333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,235.33,12.0,102.0,3.0,0.0,54.0
1360,3.0,85.89999999999999,18.0,4.333333333333333,13.666666666666666,2.6666666666666665,3.333333333333333,2.333333333333333,8.0,1.3333333333333333,0.3333333333333333,42.333333333333336,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,3.0,257.7,30.0,238.0,3.0,0.0,85.0
1361,7.0,81.02857142857144,16.142857142857142,2.857142857142857,13.285714285714286,0.7142857142857143,5.714285714285714,1.5714285714285714,5.428571428571429,2.7142857142857144,0.0,57.0,0.0,0.0,1.1428571428571428,0.2857142857142857,0.0,0.0,0.0,7.0,567.2,55.0,618.0,5.0,12.0,80.0
1362,4.0,84.6175,10.0,3.25,6.75,4.0,2.25,0.5,3.0,0.0,0.25,81.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,4.0,338.47,38.0,488.0,5.0,0.0,258.0
1363,4.0,87.475,29.25,5.25,24.0,7.0,14.0,3.0,4.5,0.75,0.0,110.0,0.0,0.75,1.0,0.0,0.25,0.0,0.0,4.0,349.9,64.0,539.0,4.0,0.0,141.0
1364,5.0,69.506,12.8,0.2,12.6,3.4,2.2,2.8,3.2,0.0,1.2,34.4,0.0,0.0,0.8,0.0,5.0,1.2,36.2,5.0,347.53,27.0,420.0,6.0,0.0,31.0
1365,4.0,86.175,14.5,2.25,12.25,6.5,3.75,0.25,3.5,0.5,0.0,55.5,0.0,4.25,2.25,0.0,0.0,0.0,0.0,4.0,344.7,37.0,401.0,4.0,2.0,41.0
1366,3.0,80.16666666666667,6.0,0.6666666666666666,5.333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,17.666666666666668,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,240.5,10.0,120.0,3.0,0.0,69.0
1367,4.0,78.3125,12.5,1.5,11.0,4.0,4.25,1.25,2.5,0.5,0.0,56.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,313.25,30.0,343.0,4.0,0.0,110.0
1368,4.0,78.975,14.75,1.25,13.5,3.5,4.75,2.0,4.25,0.25,0.0,48.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,315.9,37.0,257.0,4.0,0.0,93.0
1369,5.0,77.02000000000001,10.0,2.2,7.8,1.0,2.6,1.6,2.4,1.4,1.0,25.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.0,385.1,29.0,174.0,5.0,0.0,74.0
1370,4.0,72.9,8.25,0.75,7.5,4.25,0.75,1.0,1.25,0.0,1.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,291.6,21.0,88.0,3.0,0.0,28.0
1372,1.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,1.0,1.0,1.0,0.0,0.0
1373,2.0,81.625,32.5,2.5,30.0,7.0,11.0,4.5,8.5,0.0,1.5,97.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,2.0,163.25,35.0,256.0,2.0,2.0,48.0
1374,4.0,76.625,19.75,2.5,17.25,3.0,8.75,2.25,5.25,0.25,0.25,58.75,0.0,0.25,1.0,0.0,0.0,0.0,0.0,4.0,306.5,49.0,410.0,4.0,0.0,189.0
1376,3.0,82.33333333333333,15.0,1.6666666666666667,13.333333333333334,4.666666666666667,6.0,0.3333333333333333,4.0,0.0,0.0,41.333333333333336,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,247.0,30.0,251.0,3.0,0.0,105.0
1377,4.0,78.125,19.25,3.75,15.5,5.0,4.5,3.75,5.75,0.25,0.0,55.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,312.5,47.0,337.0,4.0,0.0,153.0
1379,5.0,83.666,17.2,1.8,15.4,7.2,4.4,1.4,1.8,0.0,2.4,61.6,0.0,0.0,0.2,0.0,8.4,1.0,48.2,5.0,418.33,44.0,562.0,6.0,0.0,69.0
1380,3.0,79.0,5.666666666666667,0.6666666666666666,5.0,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,0.0,14.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,237.0,9.0,75.0,3.0,2.0,24.0
1381,6.0,83.72166666666666,7.166666666666667,1.3333333333333333,5.833333333333333,1.5,1.0,0.8333333333333334,3.5,0.1666666666666666,0.1666666666666666,21.33333333333333,0.0,0.0,1.1666666666666667,0.0,1.3333333333333333,0.3333333333333333,3.333333333333333,6.0,502.33,34.0,254.0,7.0,0.0,27.0
1383,7.0,69.68857142857142,19.285714285714285,4.142857142857143,15.142857142857142,7.142857142857143,5.714285714285714,2.0,3.7142857142857135,0.5714285714285714,0.1428571428571428,54.85714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,487.82,59.0,518.0,8.0,9.0,81.0
1385,2.0,39.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,1.0,2.0,1.0,0.0,0.0
1386,4.0,76.75,13.0,3.0,10.0,2.75,5.0,0.5,4.0,0.75,0.0,40.25,0.0,0.0,2.5,0.25,0.0,0.0,0.0,4.0,307.0,32.0,291.0,6.0,2.0,77.0
1388,1.0,84.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,2.0,6.0,1.0,0.0,0.0
1389,5.0,65.32000000000001,14.2,3.2,11.0,4.4,2.6,1.6,5.0,0.4,0.2,38.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.0,326.6,46.0,279.0,5.0,0.0,74.0
1390,4.0,84.025,12.5,1.75,10.75,2.75,5.25,2.25,2.25,0.0,0.0,39.75,0.0,0.25,2.0,0.5,0.0,0.0,0.0,4.0,336.1,32.0,294.0,4.0,4.0,79.0
1392,4.0,74.6,15.0,3.5,11.5,4.5,2.25,4.5,2.25,1.0,0.5,53.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,298.4,40.0,365.0,8.0,0.0,145.0
1393,4.0,88.075,16.25,3.75,12.5,5.75,6.25,0.75,3.5,0.0,0.0,40.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,352.3,44.0,228.0,4.0,0.0,101.0
1394,5.0,69.772,16.0,3.0,13.0,6.4,4.0,1.6,3.8,0.0,0.2,57.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,5.0,348.86,54.0,352.0,5.0,0.0,99.0
1395,4.0,76.4625,14.25,1.75,12.5,7.25,2.5,1.0,3.5,0.0,0.0,154.75,0.0,0.0,0.25,0.0,2.0,0.5,18.25,4.0,305.85,58.0,632.0,4.0,0.0,230.0
1396,5.0,78.92,13.0,2.4,10.6,2.2,3.4,2.0,2.4,2.0,1.0,62.4,0.0,0.4,1.0,0.0,2.6,0.6,15.4,5.0,394.6,42.0,464.0,7.0,0.0,63.0
1397,6.0,89.23666666666666,5.833333333333333,1.1666666666666667,4.666666666666667,3.1666666666666665,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.6666666666666666,20.666666666666668,0.0,0.0,0.3333333333333333,0.1666666666666666,3.0,0.6666666666666666,12.666666666666666,6.0,535.42,24.0,250.0,5.0,6.0,15.0
1398,4.0,81.1,16.75,5.75,11.0,5.0,2.75,3.5,4.75,0.5,0.25,69.75,0.0,1.0,1.0,0.0,2.25,0.25,0.25,4.0,324.4,46.0,385.0,4.0,0.0,78.0
1399,3.0,86.34333333333332,16.333333333333332,5.0,11.333333333333334,4.0,3.6666666666666665,0.6666666666666666,6.333333333333333,0.6666666666666666,1.0,36.333333333333336,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,259.03,24.0,167.0,4.0,0.0,92.0
1400,4.0,76.325,7.0,1.25,5.75,1.75,1.75,1.5,1.75,0.0,0.25,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,305.3,26.0,89.0,4.0,0.0,28.0
1402,5.0,74.468,32.8,4.2,28.6,9.6,7.8,3.2,8.4,2.8,1.0,104.8,0.0,0.2,1.6,0.0,0.0,0.0,0.0,5.0,372.34,78.0,775.0,7.0,2.0,235.0
1403,4.0,81.47,29.25,5.0,24.25,12.0,7.5,2.0,5.5,0.75,1.5,121.25,0.0,0.0,2.75,0.0,0.0,0.0,0.0,4.0,325.88,57.0,690.0,7.0,0.0,212.0
1404,4.0,75.48,31.0,10.0,21.0,9.5,4.25,3.75,9.5,2.5,1.5,129.25,0.0,0.25,2.25,0.25,0.0,0.0,0.0,4.0,301.92,67.0,767.0,5.0,5.0,229.0
1405,1.0,83.0,10.0,2.0,8.0,4.0,1.0,1.0,3.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,6.0,18.0,1.0,0.0,8.0
1406,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,50.60057043650794,752.6924603174604,6.047991071428571,2.7900545634920637,195.43470982142858
1407,1.0,76.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,50.60057043650794,752.6924603174604,6.047991071428571,2.7900545634920637,195.43470982142858
1409,3.0,65.5,12.333333333333334,2.333333333333333,10.0,3.333333333333333,2.333333333333333,1.0,2.6666666666666665,2.0,1.0,37.66666666666666,0.3333333333333333,3.0,1.0,0.0,0.0,0.0,0.0,3.0,196.5,22.0,247.0,3.0,0.0,113.0
1410,4.0,82.9375,24.25,4.0,20.25,5.0,9.75,2.5,6.75,0.0,0.25,95.25,0.0,0.0,2.25,0.0,0.0,0.0,0.0,4.0,331.75,53.0,596.0,4.0,0.0,182.0
1412,5.0,75.8,13.8,2.2,11.6,3.4,2.2,2.6,2.6,0.8,2.2,27.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,5.0,379.0,44.0,186.0,5.0,0.0,46.0
1413,7.0,73.33714285714287,9.142857142857142,2.857142857142857,6.285714285714286,2.857142857142857,2.0,0.8571428571428571,2.4285714285714284,0.8571428571428571,0.1428571428571428,34.0,0.0,0.2857142857142857,0.4285714285714285,0.0,0.4285714285714285,0.0,0.0,7.0,513.36,47.0,285.0,7.0,0.0,86.0
1414,1.0,85.5,8.0,0.0,8.0,4.0,3.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.5,6.0,44.0,1.0,0.0,21.0
1416,3.0,62.833333333333336,22.33333333333333,4.666666666666667,17.666666666666668,6.333333333333333,2.0,2.0,2.333333333333333,6.333333333333333,3.333333333333333,99.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,188.5,48.0,290.0,6.0,2.0,41.0
1419,1.0,76.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,50.60057043650794,752.6924603174604,6.047991071428571,2.7900545634920637,195.43470982142858
1420,4.0,72.0925,37.5,11.0,26.5,7.0,10.75,0.5,15.75,3.5,0.0,45.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,288.37,37.0,298.0,4.0,0.0,107.0
1421,3.0,67.83333333333333,12.666666666666666,2.333333333333333,10.333333333333334,4.666666666666667,3.6666666666666665,0.3333333333333333,3.333333333333333,0.0,0.6666666666666666,76.66666666666667,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,3.0,203.5,32.0,262.0,3.0,0.0,117.0
1422,6.0,66.78333333333333,3.8333333333333335,0.8333333333333334,3.0,1.1666666666666667,1.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.1666666666666666,23.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,6.0,400.7,19.0,296.0,7.0,0.0,117.0
1424,5.0,68.592,23.6,3.8,19.8,11.6,2.8,2.0,1.8,0.0,5.4,64.4,0.0,2.0,0.8,0.0,0.0,0.0,0.0,5.0,342.96,59.0,362.0,7.0,0.0,106.0
1425,3.0,85.2,16.0,3.333333333333333,12.666666666666666,5.0,4.666666666666667,1.3333333333333333,3.333333333333333,0.0,1.6666666666666667,45.66666666666666,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,3.0,255.6,32.0,270.0,3.0,0.0,116.0
1426,2.0,77.715,27.5,3.5,24.0,10.5,3.5,4.5,9.0,0.0,0.0,112.5,0.0,0.0,1.0,0.0,23.5,2.5,159.0,2.0,155.43,37.0,684.0,5.0,0.0,107.0
1427,4.0,78.0975,14.5,1.25,13.25,2.0,7.0,1.5,3.5,0.5,0.0,43.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,312.39,32.0,254.0,4.0,0.0,72.0
1428,4.0,73.875,9.25,1.25,8.0,1.75,1.75,1.25,3.0,1.5,0.0,28.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,4.0,295.5,27.0,240.0,5.0,0.0,99.0
1429,6.0,65.43333333333334,20.83333333333333,1.8333333333333333,19.0,6.833333333333333,5.5,2.6666666666666665,4.333333333333333,1.0,0.5,74.0,0.0,0.6666666666666666,0.5,0.0,1.0,0.0,0.0,6.0,392.6,59.0,987.0,6.0,0.0,392.0
1431,5.0,75.28,11.0,2.4,8.6,4.6,3.0,1.2,2.0,0.2,0.0,36.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,5.0,376.4,47.0,226.0,5.0,0.0,47.0
1434,4.0,83.125,38.75,7.75,31.0,9.75,12.75,3.75,9.75,1.75,1.0,178.25,0.0,0.0,1.75,0.0,0.0,0.0,0.0,4.0,332.5,76.0,978.0,4.0,0.0,266.0
1437,1.0,88.2,20.0,7.0,13.0,7.0,4.0,1.0,7.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.2,17.0,67.0,1.0,0.0,29.0
1438,4.0,85.1,31.5,7.75,23.75,7.0,7.5,5.5,11.0,0.5,0.0,92.0,0.0,0.0,1.5,0.0,1.75,0.25,0.5,4.0,340.4,56.0,475.0,4.0,0.0,149.0
1439,6.0,75.87,19.33333333333333,3.6666666666666665,15.666666666666666,6.166666666666667,5.5,3.333333333333333,4.333333333333333,0.0,0.0,95.16666666666669,0.0,0.0,1.6666666666666667,0.0,0.1666666666666666,0.0,0.0,6.0,455.22,57.0,524.0,6.0,0.0,85.0
1440,4.0,91.05,20.25,3.5,16.75,4.5,5.5,2.25,6.75,0.0,1.25,56.75,0.0,0.0,1.0,0.0,3.0,1.0,25.5,4.0,364.2,42.0,526.0,4.0,0.0,184.0
1441,6.0,76.56166666666667,13.0,2.833333333333333,10.166666666666666,4.0,2.6666666666666665,1.6666666666666667,3.6666666666666665,0.6666666666666666,0.3333333333333333,30.83333333333333,0.0,1.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,6.0,459.37,45.0,259.0,6.0,0.0,66.0
1443,4.0,80.05,8.75,2.0,6.75,1.5,3.0,0.5,3.5,0.25,0.0,22.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,320.2,22.0,171.0,4.0,0.0,64.0
1445,4.0,81.0925,21.5,4.25,17.25,7.75,5.0,2.5,4.5,1.25,0.5,107.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,324.37,47.0,662.0,5.0,0.0,218.0
1446,5.0,75.66,9.6,2.0,7.6,2.8,1.4,0.8,4.2,0.4,0.0,33.8,0.0,1.6,0.4,0.0,0.0,0.0,0.0,5.0,378.3,37.0,281.0,5.0,0.0,98.0
1447,5.0,70.4,12.8,1.4,11.4,6.0,3.4,2.0,1.0,0.4,0.0,34.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.0,352.0,39.0,229.0,5.0,0.0,71.0
1448,5.0,64.1,33.8,4.8,29.0,9.2,7.2,4.6,7.0,4.6,1.2,133.0,1.2,0.2,1.4,0.0,1.8,1.2,1.2,5.0,320.5,68.0,1077.0,8.0,0.0,396.0
1449,5.0,70.736,7.6,1.0,6.6,3.0,2.4,0.4,1.4,0.4,0.0,19.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.0,353.68,27.0,138.0,5.0,0.0,45.0
1450,1.0,90.3,14.0,2.0,12.0,4.0,2.0,4.0,3.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.3,6.0,66.0,1.0,0.0,25.0
1451,5.0,68.67999999999999,9.6,1.6,8.0,3.2,1.6,0.6,4.0,0.2,0.0,25.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,5.0,343.4,29.0,210.0,5.0,0.0,56.0
1452,5.0,70.16,12.4,2.4,10.0,3.4,4.0,1.0,2.8,0.8,0.4,44.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.0,350.8,35.0,225.0,5.0,0.0,56.0
